"pid","image_slug","post_id","galleryid","filename","description","alttext","imagedate","exclude","sortorder","meta_data","fullpath"
"244","100_8240","0","12","100_8240.jpg",,"100_8240","2011-04-11 13:39:22","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:39 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8240.jpg"
"245","100_8241","0","12","100_8241.jpg",,"100_8241","2011-04-11 13:39:34","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:39 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8241.jpg"
"246","100_8242","0","12","100_8242.jpg",,"100_8242","2011-04-11 13:39:51","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:39 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8242.jpg"
"247","100_8243","0","12","100_8243.jpg",,"100_8243","2011-04-11 13:40:22","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:40 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8243.jpg"
"248","100_8244","0","12","100_8244.jpg",,"100_8244","2011-04-11 13:40:26","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:40 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8244.jpg"
"249","100_8245","0","12","100_8245.jpg",,"100_8245","2011-04-11 13:40:39","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:40 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8245.jpg"
"250","100_8246","0","12","100_8246.jpg",,"100_8246","2011-04-11 13:40:47","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 4.5"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:40 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""19.3 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8246.jpg"
"251","100_8247","0","12","100_8247.jpg",,"100_8247","2011-04-11 13:40:59","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:40 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8247.jpg"
"252","100_8248","0","12","100_8248.jpg",,"100_8248","2011-04-11 13:41:40","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:41 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8248.jpg"
"253","100_8252","0","12","100_8252.jpg",,"100_8252","2011-04-11 13:43:31","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:43 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8252.jpg"
"254","100_8253","0","12","100_8253.jpg",,"100_8253","2011-04-11 13:43:35","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:43 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8253.jpg"
"255","100_8254","0","12","100_8254.jpg",,"100_8254","2011-04-11 13:43:40","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:43 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8254.jpg"
"256","100_8258","0","12","100_8258.jpg",,"100_8258","2011-04-11 13:55:18","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:55 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:5:""24 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8258.jpg"
"257","100_8290","0","12","100_8290.jpg",,"100_8290","2011-04-11 20:34:58","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 8:34 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8290.jpg"
"258","100_8291","0","12","100_8291.jpg",,"100_8291","2011-04-11 20:35:06","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 8:35 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:7:""1/0 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8291.jpg"
"259","100_8292","0","12","100_8292.jpg",,"100_8292","2011-04-11 20:35:09","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 8:35 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/10 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8292.jpg"
"260","100_8293","0","12","100_8293.jpg",,"100_8293","2011-04-11 22:01:59","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 10:01 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:7:""1/0 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8293.jpg"
"261","100_8294","0","12","100_8294.jpg",,"100_8294","2011-04-11 22:02:02","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 10:02 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:7:""1/0 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8294.jpg"
"262","100_8295","0","12","100_8295.jpg",,"100_8295","2011-04-12 08:58:50","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 12, 2011 8:58 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8295.jpg"
"263","100_8296","0","12","100_8296.jpg",,"100_8296","2011-04-12 08:59:00","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 12, 2011 8:59 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8296.jpg"
"264","100_8308","0","12","100_8308.jpg",,"100_8308","2011-04-13 14:05:44","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:05 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:8:""1/80 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8308.jpg"
"265","100_8309","0","12","100_8309.jpg",,"100_8309","2011-04-13 14:05:51","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:05 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/320 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8309.jpg"
"266","100_8310","0","12","100_8310.jpg",,"100_8310","2011-04-13 14:05:55","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:05 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/100 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8310.jpg"
"267","100_8311","0","12","100_8311.jpg",,"100_8311","2011-04-13 14:05:58","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:05 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:8:""1/80 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8311.jpg"
"268","100_8312","0","12","100_8312.jpg",,"100_8312","2011-04-13 14:06:50","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:06 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8312.jpg"
"269","100_8313","0","12","100_8313.jpg",,"100_8313","2011-04-13 14:06:54","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:06 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8313.jpg"
"270","100_8314","0","12","100_8314.jpg",,"100_8314","2011-04-13 14:06:57","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:06 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8314.jpg"
"271","100_8315","0","12","100_8315.jpg",,"100_8315","2011-04-13 14:09:19","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:09 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8315.jpg"
"272","100_8316","0","12","100_8316.jpg",,"100_8316","2011-04-13 14:15:49","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 13, 2011 2:15 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""17.6 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8316.jpg"
"273","100_8325","0","12","100_8325.jpg",,"100_8325","2011-04-14 07:13:04","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 14, 2011 7:13 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8325.jpg"
"274","100_8326","0","12","100_8326.jpg",,"100_8326","2011-04-14 07:13:09","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 14, 2011 7:13 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""16.2 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8326.jpg"
"275","100_8327","0","12","100_8327.jpg",,"100_8327","2011-04-14 07:13:23","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 14, 2011 7:13 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8327.jpg"
